Major,Year,Term,Course Code,Course Name,Hours
Computer Science + Music,First Year,First Semester,MATH 220,MATH 220,5-4
Computer Science + Music,First Year,Second Semester,,Language Other than English (3rd level) or Composition I,4
Computer Science + Music,First Year,First Semester,,Composition I or Language Other than English (3rd level),4
Computer Science + Music,Second Year,First Semester,MUS 201,MUS 201,2
Computer Science + Music,Second Year,Second Semester,MUS 202,MUS 202,2
Computer Science + Music,Second Year,First Semester,MUS 207,MUS 207,2
Computer Science + Music,Second Year,Second Semester,MUS 208,MUS 208,2
Computer Science + Music,Second Year,First Semester,MUS 205,MUS 205,2
Computer Science + Music,Second Year,Second Semester,MUS 305,MUS 305,3
Computer Science + Music,Second Year,First Semester,CS 222,CS 222,1
Computer Science + Music,Second Year,Second Semester,MUS 172,MUS 172,2
Computer Science + Music,Second Year,First Semester,CS 225,CS 225,4
Computer Science + Music,Second Year,Second Semester,CS 233,CS 233,4
Computer Science + Music,Second Year,First Semester,MATH 231,MATH 231,3
Computer Science + Music,Second Year,Second Semester,CS 361,CS 361,3
Computer Science + Music,Second Year,First Semester,MATH 225,MATH 225,2-3
Computer Science + Music,Third Year,First Semester,MUS 173,MUS 173,2
Computer Science + Music,Third Year,Second Semester,MUS 110,MUS 110,3
Computer Science + Music,Third Year,First Semester,CS 341,CS 341,4
Computer Science + Music,Third Year,Second Semester,CS 374,CS 374,4
Computer Science + Music,Third Year,First Semester,ECE 402,ECE 402,3
Computer Science + Music,Third Year,Second Semester,CS 448,CS 448,3
Computer Science + Music,Third Year,First Semester,,General Education course,3
Computer Science + Music,Third Year,Second Semester,MUS 209,MUS 209,3
Computer Science + Music,Third Year,First Semester,,General Education course (choose a Social/Behavioral Science course that is also Cultural Studies),3
Computer Science + Music,Fourth Year,First Semester,MUS 299,MUS 299,1
Computer Science + Music,Fourth Year,Second Semester,MUS 299,MUS 299,1
Computer Science + Music,Fourth Year,First Semester,MUS 313,MUS 313,3
Computer Science + Music,Fourth Year,Second Semester,MUS 314,MUS 314,3
Computer Science + Music,Fourth Year,First Semester,MUS 407,MUS 407,3
Computer Science + Music,Fourth Year,Second Semester,,General Education course,3
Computer Science + Music,Fourth Year,First Semester,CS 421,CS 421,3
Computer Science + Music,Fourth Year,Second Semester,,General Education course,3
Computer Science + Music,Fourth Year,First Semester,,General Education course,3
Computer Science + Music,Fourth Year,Second Semester,,General Education course,3
Computer Science + Music,Fourth Year,First Semester,,Free Elective course,1
Computer Science + Physics,First Year,First Semester,MATH 221,MATH 221,4
Computer Science + Physics,First Year,Second Semester,MATH 231,MATH 231,3
Computer Science + Physics,First Year,First Semester,PHYS 110,PHYS 110,0
Computer Science + Physics,First Year,Second Semester,PHYS 211,PHYS 211,4
Computer Science + Physics,First Year,First Semester,ENG 100,ENG 100,1
Computer Science + Physics,First Year,Second Semester,CS 128,CS 128,3
Computer Science + Physics,First Year,First Semester,CS 124,CS 124,3
Computer Science + Physics,First Year,Second Semester,CS 173,CS 173,3
Computer Science + Physics,First Year,First Semester,,Composition I or General Education (Choose a Humanities or Social/Behavioral Science course),4-3
Computer Science + Physics,First Year,Second Semester,,General Education  (Choose a Humanities or Social/Behavioral Science course) or Composition I,3-4
Computer Science + Physics,First Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Computer Science + Physics,Second Year,First Semester,MATH 241,MATH 241,4
Computer Science + Physics,Second Year,Second Semester,MATH 285,MATH 285,3
Computer Science + Physics,Second Year,First Semester,PHYS 212,PHYS 212,4
Computer Science + Physics,Second Year,Second Semester,PHYS 213,PHYS 213,2
Computer Science + Physics,Second Year,First Semester,PHYS 225,PHYS 225,2
Computer Science + Physics,Second Year,Second Semester,PHYS 214,PHYS 214,2
Computer Science + Physics,Second Year,First Semester,CS 225,CS 225,4
Computer Science + Physics,Second Year,Second Semester,PHYS 246,PHYS 246,2
Computer Science + Physics,Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Computer Science + Physics,Second Year,Second Semester,CS 233,CS 233,4-3
Computer Science + Physics,Second Year,First Semester,CS 222,CS 222,1
Computer Science + Physics,Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Computer Science + Physics,Third Year,First Semester,MATH 257,MATH 257,3
Computer Science + Physics,Third Year,Second Semester,CS 357,CS 357,3
Computer Science + Physics,Third Year,First Semester,PHYS 325,PHYS 325,3
Computer Science + Physics,Third Year,Second Semester,PHYS 435,PHYS 435,3
Computer Science + Physics,Third Year,First Semester,CS 361,CS 361,3
Computer Science + Physics,Third Year,Second Semester,,CS Technical Elective course,3
Computer Science + Physics,Third Year,First Semester,,PHYS Technical Elective course,3
Computer Science + Physics,Third Year,Second Semester,,PHYS Technical Elective course,3
Computer Science + Physics,Third Year,First Semester,,General Education (Advanced Composition) course,3
Computer Science + Physics,Third Year,Second Semester,,Language Other Than English (3rd level) course,4
Computer Science + Physics,Fourth Year,First Semester,PHYS 485,PHYS 485,3
Computer Science + Physics,Fourth Year,Second Semester,PHYS 446,PHYS 446,3
Computer Science + Physics,Fourth Year,First Semester,CS 374,CS 374,4
Computer Science + Physics,Fourth Year,Second Semester,,PHYS Technical Elective course,4
Computer Science + Physics,Fourth Year,First Semester,,Free elective course,3
Computer Science + Physics,Fourth Year,Second Semester,,PHYS Technical Elective course,4
Computer Science + Physics,Fourth Year,First Semester,,Free elective course,3
Computer Science + Physics,Fourth Year,Second Semester,CS 341,CS 341,4
Computer Science + Physics,Fourth Year,First Semester,,Free elective course,3
Computer Science + Physics,Fourth Year,Second Semester,,Free elective course,2
Crop Sciences,First Year,First Semester,CPSC 102,CPSC 102,2
Crop Sciences,First Year,Second Semester,CPSC 212,CPSC 212,4
Crop Sciences,First Year,First Semester,CPSC 112,CPSC 112,4
Crop Sciences,First Year,Second Semester,CMN 101,CMN 101,3
Crop Sciences,First Year,First Semester,CHEM 102,CHEM 102,3
Crop Sciences,First Year,Second Semester,MATH 234,MATH 234,4
Crop Sciences,First Year,First Semester,CHEM 103,CHEM 103,1
Crop Sciences,First Year,Second Semester,,Concentration course,4
Crop Sciences,First Year,First Semester,RHET 105,RHET 105,4
Crop Sciences,First Year,First Semester,ACES 101,ACES 101,2
Crop Sciences,Second Year,First Semester,ACE 100,ACE 100,4
Crop Sciences,Second Year,Second Semester,CPSC 241,CPSC 241,3
Crop Sciences,Second Year,First Semester,,Concentration course,4
Crop Sciences,Second Year,Second Semester,,Concentration course,4
Crop Sciences,Second Year,First Semester,,Concentration course,3
Crop Sciences,Second Year,Second Semester,,Concentration course,3
Crop Sciences,Second Year,First Semester,,Language Other than English (3rd level),4
Crop Sciences,Second Year,Second Semester,,General Education course,3
Crop Sciences,Second Year,First Semester,,Free elective course,3
Crop Sciences,Third Year,First Semester,,Internship or Research course,3
Crop Sciences,Third Year,Second Semester,,Concentration course,3
Crop Sciences,Third Year,First Semester,,Concentration course,3
Crop Sciences,Third Year,Second Semester,,General Education course,3
Crop Sciences,Third Year,First Semester,,Concentration core,3
Crop Sciences,Third Year,Second Semester,,General Education course,4
Crop Sciences,Third Year,First Semester,,General Education course,3
Crop Sciences,Third Year,Second Semester,,Free Elective course,3
Crop Sciences,Third Year,First Semester,,General Education course,3
Crop Sciences,Third Year,Second Semester,,Free Elective course,3
Crop Sciences,Fourth Year,First Semester,CPSC 498,CPSC 498,1
Crop Sciences,Fourth Year,Second Semester,,Concentration course,4
Crop Sciences,Fourth Year,First Semester,,Concentration course,3
Crop Sciences,Fourth Year,Second Semester,,General Education course,3
Crop Sciences,Fourth Year,First Semester,,General Education course,4
Crop Sciences,Fourth Year,Second Semester,,Free Elective course,3
Crop Sciences,Fourth Year,First Semester,,Free Elective course,3
Crop Sciences,Fourth Year,Second Semester,,Free Elective course,3
Crop Sciences,Fourth Year,First Semester,,Free Elective course,3
Crop Sciences,Fourth Year,Second Semester,,Free Elective course,3
Crop Sciences,Fourth Year,First Semester,,Free Elective course,3
Dietetics & Nutrition,First Year,First Semester,ACES 101,ACES 101,2
Dietetics & Nutrition,First Year,Second Semester,CHEM 102,CHEM 102,3
Dietetics & Nutrition,First Year,First Semester,CMN 101,CMN 101,3
Dietetics & Nutrition,First Year,Second Semester,CHEM 103,CHEM 103,1
Dietetics & Nutrition,First Year,First Semester,FSHN 101,FSHN 101,3
Dietetics & Nutrition,First Year,Second Semester,RHET 105,RHET 105,4
Dietetics & Nutrition,First Year,First Semester,FSHN 150,FSHN 150,1
Dietetics & Nutrition,First Year,Second Semester,MATH 234,MATH 234,4
Dietetics & Nutrition,First Year,First Semester,HDFS 105,HDFS 105,3
Dietetics & Nutrition,First Year,Second Semester,FSHN 220,FSHN 220,4
Dietetics & Nutrition,First Year,First Semester,,Quantitative Reasoning General Education course,3
Dietetics & Nutrition,Second Year,First Semester,FSHN 232,FSHN 232,3
Dietetics & Nutrition,Second Year,Second Semester,FSHN 426,FSHN 426,3
Dietetics & Nutrition,Second Year,First Semester,FSHN 249,FSHN 249,1
Dietetics & Nutrition,Second Year,Second Semester,FSHN 329,FSHN 329,3
Dietetics & Nutrition,Second Year,First Semester,CHEM 104,CHEM 104,3
Dietetics & Nutrition,Second Year,Second Semester,CHEM 232,CHEM 232,4
Dietetics & Nutrition,Second Year,First Semester,CHEM 105,CHEM 105,1
Dietetics & Nutrition,Second Year,Second Semester,CHEM 233,CHEM 233,2
Dietetics & Nutrition,Second Year,First Semester,MCB 244,MCB 244,3
Dietetics & Nutrition,Second Year,Second Semester,MCB 246,MCB 246,3
Dietetics & Nutrition,Second Year,First Semester,CHLH 250,CHLH 250,3
Dietetics & Nutrition,Third Year,First Semester,FSHN 420,FSHN 420,3
Dietetics & Nutrition,Third Year,Second Semester,FSHN 427,FSHN 427,3
Dietetics & Nutrition,Third Year,First Semester,ACE 100,ACE 100,4
Dietetics & Nutrition,Third Year,Second Semester,FSHN 322,FSHN 322,3
Dietetics & Nutrition,Third Year,First Semester,MCB 100,MCB 100,3
Dietetics & Nutrition,Third Year,Second Semester,FSHN 340,FSHN 340,4
Dietetics & Nutrition,Third Year,First Semester,MCB 101,MCB 101,2
Dietetics & Nutrition,Third Year,Second Semester,,General Education course,3
Dietetics & Nutrition,Third Year,First Semester,,Language Other than English (3rd level),4
Dietetics & Nutrition,Third Year,Second Semester,,General Education course,4
Dietetics & Nutrition,Fourth Year,First Semester,FSHN 345,FSHN 345,3
